user_id,business_id,rating
4541,4233,3.0
4541,4550,5.0
4541,2463,4.0
4541,44,5.0
4553,2344,1.0
4553,1152,5.0
4553,3732,5.0
4553,4908,2.0
4615,5450,1.0
4615,5450,1.0
4615,5450,1.0
4615,5450,1.0
4626,2775,3.0
4626,789,1.0
4626,1687,5.0
4626,1190,1.0
4688,1312,4.0
4688,45,3.0
4688,3736,3.0
4688,4653,4.0
4688,1442,2.0
4688,3209,5.0
4735,2227,4.0
4735,473,4.0
4735,2391,4.0
4735,5752,4.0
4818,4464,5.0
4818,5259,4.0
4818,5035,3.0
4818,3228,5.0
4927,3523,5.0
4927,5450,2.0
4927,5585,4.0
4927,4550,4.0
4927,1870,4.0
4927,3586,3.0
4927,2463,4.0
4927,4143,4.0
4927,1870,2.0
4927,2536,5.0
4931,566,4.0
4931,880,2.0
4931,339,2.0
4931,3951,4.0
4931,1442,3.0
4931,880,3.0
4931,3136,4.0
4931,3705,2.0
4931,5571,1.0
4931,4749,4.0
4931,566,5.0
4931,4650,3.0
4931,3123,4.0
4931,3850,3.0
4931,1442,4.0
4931,1730,4.0
4931,2129,4.0
4931,3260,5.0
4931,3165,3.0
4931,1178,5.0
4931,5081,2.0
4931,2844,4.0
4931,522,5.0
4931,3572,3.0
4931,912,4.0
4931,4020,5.0
4931,2138,4.0
4931,3974,5.0
4932,5215,3.0
4932,1152,4.0
4932,792,4.0
4932,3069,5.0
4932,3732,5.0
4932,1590,5.0
4932,45,3.0
4932,344,2.0
4932,4003,3.0
4932,2362,2.0
4932,4565,2.0
4932,2313,4.0
4932,4005,2.0
4932,2182,3.0
4932,512,3.0
4932,863,4.0
4951,5259,5.0
4951,852,3.0
4951,3916,4.0
4951,1998,5.0
5060,3136,5.0
5060,5521,5.0
5060,3974,4.0
5060,5746,4.0
5060,2325,5.0
5060,4795,3.0
5060,1820,5.0
5060,5605,4.0
5060,5081,5.0
5060,774,5.0
5060,4567,5.0
5060,3119,4.0
5060,1600,5.0
5060,2325,5.0
5060,250,4.0
5060,3119,5.0
5060,1302,4.0
5060,2436,5.0
5060,1442,4.0
5060,1164,4.0
5060,1676,4.0
5060,1820,5.0
5060,5061,4.0
5060,4591,4.0
5060,25,5.0
5060,522,4.0
5060,1385,4.0
5060,1442,4.0
5060,522,4.0
5060,4184,5.0
5060,5292,3.0
5060,2436,5.0
5060,104,3.0
5060,1297,3.0
5301,144,4.0
5301,4184,3.0
5301,1164,4.0
5301,4144,4.0
5301,1637,5.0
5330,725,4.0
5330,2138,4.0
5330,4364,4.0
5330,958,4.0
5330,5292,2.0
5330,755,3.0
5330,4143,4.0
5330,4550,3.0
5394,4143,4.0
5394,980,2.0
5394,2126,3.0
5394,3275,3.0
5502,1442,2.0
5502,1600,4.0
5502,144,3.0
5502,4639,3.0
5534,2557,4.0
5534,1066,3.0
5534,5454,4.0
5534,3732,3.0
5534,4971,3.0
5534,5753,4.0
5534,2419,4.0
5534,4850,5.0
5534,4464,4.0
5534,4889,4.0
5534,4569,4.0
5534,2359,4.0
5684,2992,4.0
5684,3209,4.0
5684,1056,2.0
5684,4183,4.0
5706,1770,4.0
5706,357,4.0
5706,3064,5.0
5706,774,3.0
5785,5840,4.0
5785,683,5.0
5785,1940,5.0
5785,4220,2.0
5819,4212,5.0
5819,2403,5.0
5819,3732,5.0
5819,1442,5.0
5819,2937,5.0
5882,1373,5.0
5882,522,5.0
5882,1373,5.0
5882,4123,5.0
5984,369,3.0
5984,4673,2.0
5984,3143,5.0
5984,2109,4.0
6037,5176,4.0
6037,5083,3.0
6037,1960,2.0
6037,596,1.0
6038,3843,1.0
6038,2557,4.0
6038,798,5.0
6038,4220,1.0
6038,2085,4.0
6038,2118,4.0
6038,138,1.0
6038,4661,4.0
6062,1306,1.0
6062,1306,1.0
6062,1306,1.0
6062,1306,1.0
6062,1306,1.0
6062,1306,1.0
6062,1306,1.0
6062,1306,1.0
6062,1306,1.0
6073,3398,3.0
6073,1190,2.0
6073,4359,5.0
6073,3780,4.0
6155,185,3.0
6155,163,4.0
6155,1968,5.0
6155,5031,4.0
6230,5515,1.0
6230,5515,1.0
6230,5515,1.0
6230,5515,2.0
6283,1442,4.0
6283,1442,3.0
6283,3143,5.0
6283,5586,4.0
6349,4220,5.0
6349,4566,2.0
6349,522,5.0
6349,1183,5.0
6359,5423,4.0
6359,5499,4.0
6359,2704,1.0
6359,1436,4.0
6372,5444,4.0
6372,3523,4.0
6372,3455,4.0
6372,1020,1.0
6381,5360,5.0
6381,3143,5.0
6381,3117,4.0
6381,2109,3.0
6381,4749,3.0
6381,566,5.0
6381,3732,3.0
6416,5779,1.0
6416,2450,1.0
6416,5779,1.0
6416,5779,1.0
6421,4088,3.0
6421,904,3.0
6421,1840,2.0
6421,725,4.0
6421,3143,5.0
6421,3840,3.0
6421,880,3.0
6571,522,4.0
6571,3732,5.0
6571,2426,5.0
6571,4074,4.0
6757,5398,1.0
6757,2257,4.0
6757,5398,5.0
6757,1641,5.0
6897,2085,5.0
6897,1356,5.0
6897,1542,3.0
6897,3143,4.0
6897,5654,2.0
7040,1189,4.0
7040,4251,5.0
7040,4550,4.0
7040,465,4.0
7069,1684,5.0
7069,4191,5.0
7069,4088,5.0
7069,104,5.0
7074,3583,4.0
7074,5585,4.0
7074,3310,3.0
7074,4184,3.0
7151,4729,4.0
7151,1702,4.0
7151,3081,4.0
7151,1702,5.0
7220,25,3.0
7220,104,3.0
7220,681,2.0
7220,3974,5.0
7220,4639,2.0
7222,2257,3.0
7222,1399,2.0
7222,3165,4.0
7222,3119,5.0
7233,4169,1.0
7233,2946,3.0
7233,24,5.0
7233,473,5.0
7345,4088,5.0
7345,2864,4.0
7345,45,2.0
7345,2344,4.0
7345,25,5.0
7345,2773,5.0
7345,4086,4.0
7345,1804,4.0
7345,880,3.0
7345,4505,4.0
7345,3732,5.0
7345,4523,3.0
7421,3165,4.0
7421,888,4.0
7421,1820,4.0
7421,2781,3.0
7421,2417,4.0
7421,844,3.0
7421,9,4.0
7421,4355,4.0
7460,4749,1.0
7460,4749,1.0
7460,3620,2.0
7460,4749,5.0
7515,3523,5.0
7515,5169,5.0
7515,5705,5.0
7515,3622,2.0
7644,45,3.0
7644,45,4.0
7644,4097,4.0
7644,2610,5.0
7644,2610,3.0
7644,344,4.0
7644,721,5.0
7644,3777,4.0
7644,2248,3.0
7644,575,5.0
7674,4088,3.0
7674,5111,4.0
7674,3913,4.0
7674,3143,5.0
7674,9,4.0
7735,167,2.0
7735,4463,3.0
7735,2757,2.0
7735,250,5.0
7735,4406,3.0
7735,1093,4.0
7735,4610,4.0
7735,3004,5.0
7753,1020,5.0
7753,3889,3.0
7753,3586,3.0
7753,5444,4.0
7753,3009,4.0
7756,1442,3.0
7756,5767,3.0
7756,3758,3.0
7756,104,3.0
7756,25,5.0
7756,774,4.0
7756,1404,3.0
7780,2417,4.0
7780,1380,4.0
7780,4968,4.0
7780,1066,4.0
7780,880,5.0
7883,5260,1.0
7883,1332,3.0
7883,104,4.0
7883,1637,4.0
7883,774,5.0
7883,4184,3.0
7883,2436,4.0
7883,4747,5.0
7883,25,4.0
8086,4140,5.0
8086,3649,4.0
8086,1770,2.0
8086,2931,3.0
8271,579,5.0
8271,522,5.0
8271,61,4.0
8271,342,1.0
8325,45,2.0
8325,2373,5.0
8325,2430,3.0
8325,3064,3.0
8325,5521,4.0
8325,357,3.0
8325,104,4.0
8483,4088,5.0
8483,478,3.0
8483,3550,4.0
8483,9,4.0
8556,891,3.0
8556,5044,4.0
8556,3828,5.0
8556,1489,5.0
8591,3209,3.0
8591,4364,4.0
8591,1442,3.0
8591,5113,4.0
8591,1969,4.0
8591,4097,2.0
8591,3247,3.0
8591,2006,5.0
8591,3313,5.0
8591,1637,4.0
8634,3136,5.0
8634,1385,4.0
8634,3999,1.0
8634,1820,4.0
8735,1687,4.0
8735,4074,4.0
8735,5702,3.0
8735,5419,3.0
8740,2704,2.0
8740,1093,5.0
8740,4251,5.0
8740,1093,5.0
8758,3737,4.0
8758,1903,4.0
8758,2187,5.0
8758,2513,5.0
8823,5278,4.0
8823,1631,3.0
8823,3732,3.0
8823,3885,5.0
8888,1442,2.0
8888,2138,4.0
8888,4455,5.0
8888,2942,4.0
8888,3123,4.0
8888,5081,4.0
8888,1302,4.0
8888,5390,3.0
8888,4591,3.0
8888,2129,3.0
8888,774,4.0
8888,3951,4.0
8888,5061,4.0
8888,1820,5.0
8888,25,4.0
8888,3119,5.0
8888,4712,4.0
8888,2325,4.0
8888,1164,4.0
8888,1385,4.0
8888,3165,3.0
8888,3136,4.0
8888,1730,3.0
8888,104,3.0
8888,5746,3.0
8888,4184,4.0
8888,2257,3.0
8888,1637,3.0
8888,811,4.0
8888,5605,3.0
8888,1819,4.0
8888,2872,5.0
8888,1961,3.0
8888,3367,3.0
8888,3974,3.0
8891,5168,5.0
8891,3732,4.0
8891,900,5.0
8891,3991,5.0
8891,2013,4.0
8891,2775,3.0
8891,1555,4.0
8891,5454,5.0
8891,1598,4.0
8891,4074,4.0
8891,2662,4.0
8891,423,5.0
8891,2199,5.0
8891,522,5.0
8920,774,5.0
8920,4184,3.0
8920,5647,2.0
8920,24,5.0
8920,4359,5.0
8983,522,4.0
8983,4165,4.0
8983,2417,4.0
8983,2417,4.0
9025,3661,4.0
9025,5113,3.0
9025,907,4.0
9025,5228,3.0
9025,45,3.0
9025,3209,4.0
9025,3517,4.0
9025,3732,4.0
9025,1289,4.0
9025,4364,3.0
9052,4534,4.0
9052,5254,5.0
9052,3503,4.0
9052,5259,5.0
9052,2557,5.0
9099,2089,5.0
9099,860,4.0
9099,1332,4.0
9099,4541,4.0
9099,5275,4.0
9099,4097,2.0
9099,4541,2.0
9099,3488,4.0
9168,4634,3.0
9168,1260,4.0
9168,4566,3.0
9168,3966,4.0
9275,5585,5.0
9275,2463,4.0
9275,5700,5.0
9275,1306,4.0
9275,4523,3.0
9275,3736,5.0
9275,34,4.0
9275,912,5.0
9275,45,4.0
9275,514,5.0
9275,522,3.0
9275,24,4.0
9355,465,2.0
9355,5037,3.0
9355,4143,3.0
9355,1103,3.0
9355,1410,3.0
9355,5585,3.0
9355,5450,2.0
9355,3736,3.0
9355,4436,3.0
9433,3586,5.0
9433,3586,5.0
9433,3586,5.0
9433,2245,5.0
9433,3586,5.0
9433,3586,5.0
9482,1306,1.0
9482,5700,4.0
9482,1190,1.0
9482,447,5.0
9535,473,4.0
9535,5728,4.0
9535,522,4.0
9535,1260,5.0
9535,5083,4.0
9720,566,5.0
9720,2014,4.0
9720,978,4.0
9720,2462,4.0
9730,725,3.0
9730,2612,4.0
9730,1613,5.0
9730,686,5.0
9730,5201,5.0
9736,1450,5.0
9736,1733,2.0
9736,3133,5.0
9736,765,4.0
9783,412,5.0
9783,569,4.0
9783,3209,5.0
9783,1733,3.0
9783,4543,5.0
9783,1331,4.0
9784,2403,4.0
9784,4717,5.0
9784,2334,5.0
9784,3758,2.0
9916,2182,3.0
9916,1133,3.0
9916,3732,4.0
9916,5359,3.0
9944,5168,4.0
9944,1631,4.0
9944,2383,4.0
9944,5491,5.0
9999,774,5.0
9999,5169,1.0
9999,3119,2.0
9999,450,3.0
9999,1637,4.0
9999,1442,4.0
9999,1302,4.0
10103,2168,4.0
10103,5833,4.0
10103,2182,2.0
10103,837,5.0
10103,2182,1.0
10103,4543,3.0
10160,4693,3.0
10160,5062,5.0
10160,1886,1.0
10160,4208,1.0
10248,4543,2.0
10248,5183,2.0
10248,4387,4.0
10248,904,5.0
10248,3398,5.0
10248,4220,3.0
10367,3165,5.0
10367,4673,3.0
10367,1593,3.0
10367,2044,4.0
10512,4514,5.0
10512,907,3.0
10512,104,3.0
10512,1164,5.0
10512,5484,4.0
10512,3178,3.0
10512,5757,5.0
10512,3398,4.0
10514,880,3.0
10514,2781,3.0
10514,4779,3.0
10514,4194,2.0
10546,2884,4.0
10546,5450,3.0
10546,2770,5.0
10546,5037,3.0
10546,2770,2.0
10546,3455,3.0
10660,2085,5.0
10660,4314,4.0
10660,4194,4.0
10660,2792,3.0
10660,904,5.0
10710,4990,5.0
10710,5559,2.0
10710,4693,4.0
10710,2827,3.0
10710,5559,1.0
10710,5275,4.0
10720,566,4.0
10720,904,5.0
10720,3732,5.0
10720,3643,4.0
10786,989,4.0
10786,4968,4.0
10786,5484,3.0
10786,1039,2.0
10961,3330,5.0
10961,5605,5.0
10961,5292,5.0
10961,1820,5.0
10974,3764,4.0
10974,522,4.0
10974,2617,3.0
10974,2083,2.0
10974,2083,2.0
10974,2344,5.0
10974,2083,3.0
10974,3398,4.0
11008,3647,5.0
11008,4550,1.0
11008,5585,4.0
11008,2463,2.0
11008,2770,3.0
11017,4571,4.0
11017,2362,4.0
11017,4715,5.0
11017,3611,5.0
11101,1765,4.0
11101,1765,4.0
11101,4119,4.0
11101,5285,4.0
11101,5769,4.0
11101,5055,3.0
11101,3732,5.0
11101,799,4.0
11101,2557,4.0
11101,1420,4.0
11137,5499,5.0
11137,4610,5.0
11137,4432,5.0
11137,4326,4.0
11137,1436,1.0
11149,4326,5.0
11149,4432,3.0
11149,45,3.0
11149,799,3.0
11149,2557,4.0
11149,5285,2.0
11149,1056,4.0
11149,958,2.0
11149,2360,5.0
11149,2616,4.0
11149,2723,4.0
11149,1436,4.0
11149,3703,3.0
11149,4463,4.0
11149,1436,5.0
11149,1713,1.0
11162,5168,5.0
11162,2078,2.0
11162,864,4.0
11162,792,2.0
11162,697,2.0
11264,3069,2.0
11264,5700,3.0
11264,3069,5.0
11264,3732,1.0
11264,3796,1.0
11264,4569,3.0
11264,2403,3.0
11264,4654,5.0
11366,1890,3.0
11366,2086,2.0
11366,5559,4.0
11366,2086,2.0
11366,2878,2.0
11366,3737,4.0
11366,2086,1.0
11366,1783,5.0
11366,3209,5.0
11366,3178,4.0
11366,4232,3.0
11366,2089,3.0
11366,1579,3.0
11366,457,2.0
11366,907,3.0
11366,3737,5.0
11366,2513,3.0
11366,45,4.0
11369,1743,3.0
11369,3686,3.0
11369,3686,3.0
11369,5059,2.0
11369,1337,4.0
11393,2557,3.0
11393,1442,4.0
11393,2015,5.0
11393,888,4.0
11393,3165,4.0
11393,45,4.0
11393,4201,4.0
11393,2513,5.0
11393,4669,4.0
11393,757,4.0
11393,4530,5.0
11393,5725,4.0
11393,24,4.0
11393,3732,4.0
11393,4006,3.0
11393,4241,5.0
11430,24,4.0
11430,2344,4.0
11430,5176,4.0
11430,3680,5.0
11430,3732,4.0
11430,709,5.0
11430,522,4.0
11430,2097,5.0
11430,2344,4.0
11430,2617,5.0
11514,104,3.0
11514,5833,3.0
11514,683,4.0
11514,4143,3.0
11514,5390,3.0
11514,3143,5.0
11514,3119,5.0
11584,5834,4.0
11584,2450,4.0
11584,3730,4.0
11584,5834,4.0
11584,4212,4.0
11654,5656,5.0
11654,522,4.0
11654,837,5.0
11654,1436,5.0
11654,24,4.0
11660,45,4.0
11660,2817,4.0
11660,5683,4.0
11660,2773,4.0
11664,1886,1.0
11664,443,4.0
11664,3732,4.0
11664,2078,2.0
11725,5658,5.0
11725,5491,4.0
11725,3236,5.0
11725,267,1.0
11876,2118,4.0
11876,4226,2.0
11876,1464,4.0
11876,4194,4.0
11876,880,3.0
11876,4783,5.0
11955,5106,5.0
11955,497,4.0
11955,1798,3.0
11955,596,5.0
12073,522,4.0
12073,1260,4.0
12073,2083,2.0
12073,5617,3.0
12097,1941,2.0
12097,1036,4.0
12097,5027,1.0
12097,1036,4.0
12143,607,4.0
12143,3081,5.0
12143,5499,5.0
12143,2208,5.0
12143,4610,5.0
12204,798,5.0
12204,4020,2.0
12204,671,5.0
12204,3973,4.0
12229,4020,4.0
12229,522,4.0
12229,1442,2.0
12229,45,4.0
12229,45,1.0
12229,5797,4.0
12229,1442,1.0
12229,1164,5.0
12229,774,5.0
12229,1637,3.0
12229,1819,5.0
12264,812,4.0
12264,4118,5.0
12264,4559,3.0
12264,857,5.0
12264,837,4.0
12264,2955,4.0
12264,5752,4.0
12264,4241,5.0
12264,837,5.0
12264,522,4.0
12264,2617,5.0
12264,1055,4.0
12507,45,3.0
12507,4429,3.0
12507,3737,3.0
12507,4097,2.0
12507,1818,4.0
12507,5601,4.0
12507,1185,3.0
12507,2480,5.0
12581,2557,4.0
12581,4194,3.0
12581,2751,2.0
12581,904,5.0
12603,2508,2.0
12603,2417,3.0
12603,3143,4.0
12603,3658,3.0
12653,501,4.0
12653,3287,4.0
12653,4201,3.0
12653,4201,1.0
12733,2942,4.0
12733,3330,3.0
12733,25,4.0
12733,4146,4.0
12733,4567,4.0
12733,5656,5.0
12733,5062,2.0
12733,2006,4.0
12811,24,5.0
12811,3966,2.0
12811,2344,4.0
12811,5661,5.0
12934,4128,2.0
12934,4430,4.0
12934,5772,4.0
12934,344,1.0
12939,781,1.0
12939,4683,4.0
12939,4566,4.0
12939,4254,5.0
12939,3029,2.0
12939,8,4.0
12939,1629,3.0
12982,2557,4.0
12982,3209,3.0
12982,393,4.0
12982,1162,4.0
12990,5336,5.0
12990,3822,5.0
12990,5852,4.0
12990,3568,5.0
13111,104,5.0
13111,5281,5.0
13111,1108,5.0
13111,5576,4.0
13142,3806,4.0
13142,3806,5.0
13142,2083,5.0
13142,5222,5.0
13143,250,5.0
13143,4261,5.0
13143,2058,1.0
13143,4057,5.0
13175,2837,4.0
13175,2065,5.0
13175,4086,5.0
13175,2773,3.0
13175,5708,2.0
13224,4088,3.0
13224,3143,5.0
13224,904,5.0
13224,3398,5.0
13224,2581,3.0
13224,1260,4.0
13311,1442,3.0
13311,3119,5.0
13311,5081,4.0
13311,34,3.0
13379,3737,3.0
13379,45,2.0
13379,678,5.0
13379,4990,5.0
13416,1886,4.0
13416,4911,4.0
13416,2178,5.0
13416,3119,5.0
13421,2488,4.0
13421,4806,4.0
13421,5725,3.0
13421,2957,3.0
13421,3583,2.0
13421,3055,4.0
13422,2557,4.0
13422,2294,4.0
13422,4012,5.0
13422,4012,5.0
13424,45,4.0
13424,4436,4.0
13424,4942,5.0
13424,2344,4.0
13440,2661,3.0
13440,1442,3.0
13440,786,5.0
13440,514,2.0
13640,880,4.0
13640,45,3.0
13640,5360,5.0
13640,3620,5.0
13658,798,2.0
13658,473,5.0
13658,522,5.0
13658,1442,2.0
13658,4348,4.0
13717,5423,4.0
13717,5747,5.0
13717,3081,5.0
13717,5423,4.0
13720,44,4.0
13720,3586,2.0
13720,44,5.0
13720,5585,2.0
13720,5450,4.0
13850,3586,3.0
13850,2463,4.0
13850,44,4.0
13850,1870,3.0
13850,5037,1.0
13944,3084,4.0
13944,3084,4.0
13944,1843,3.0
13944,3732,4.0
13944,2775,2.0
13944,1631,4.0
13944,2419,4.0
13944,5168,4.0
13944,2426,3.0
13953,1683,3.0
13953,2942,3.0
13953,4073,4.0
13953,4543,4.0
13953,3840,3.0
13953,4088,4.0
13953,904,5.0
13953,5035,3.0
14080,2181,4.0
14080,2972,1.0
14080,361,4.0
14080,45,3.0
14091,978,5.0
14091,3639,3.0
14091,904,4.0
14091,1356,3.0
14096,1462,5.0
14096,3732,4.0
14096,5768,5.0
14096,4889,4.0
14133,44,5.0
14133,5585,4.0
14133,4550,4.0
14133,1870,5.0
14182,239,2.0
14182,5111,5.0
14182,3143,5.0
14182,1298,4.0
14307,4830,5.0
14307,1442,3.0
14307,2480,3.0
14307,104,2.0
14367,604,4.0
14367,4122,4.0
14367,1671,3.0
14367,4464,3.0
14367,2557,4.0
14367,1710,4.0
14367,361,5.0
14367,4453,4.0
14367,550,4.0
14367,4534,5.0
14367,2101,4.0
14367,2344,5.0
14367,996,3.0
14367,5068,4.0
14411,3141,3.0
14411,25,5.0
14411,5061,5.0
14411,4771,5.0
14411,1404,5.0
14411,1676,3.0
14415,3806,5.0
14415,4184,4.0
14415,774,5.0
14415,1961,5.0
14415,5656,4.0
14415,4712,4.0
14415,5163,5.0
14415,681,4.0
14415,2430,5.0
14415,2430,5.0
14415,513,5.0
14417,3686,5.0
14417,3686,5.0
14417,3686,5.0
14417,3686,5.0
14420,1442,1.0
14420,1093,4.0
14420,3123,3.0
