usuario,hotel_recomendado,hotel_historico,num_propiedades_compartidas,propiedades_compartidas
35,1152,2344,21,"[('Alcohol=full_bar', 'has_attribute'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=True', 'has_attribute'), ('Caters=True', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('OutdoorSeating=True', 'has_attribute'), ('Resorts', 'has_category'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('WiFi=paid', 'has_attribute'), ('open', 'status')]"
35,1152,2989,5,"[('4.0 stars', 'has_rating'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('open', 'status')]"
35,1361,4326,7,"[('AZ', 'in_state'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Tucson', 'located_in_city'), ('Venues & Event Spaces', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,1361,5767,2,"[('2.5 stars', 'has_rating'), ('open', 'status')]"
35,1361,2344,14,"[('Alcohol=full_bar', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('BusinessParking={garage: False, street: False, validated: False, lot: True, valet: False}', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('OutdoorSeating=True', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('open', 'status')]"
35,1361,2989,8,"[('85711', 'has_postal_code'), ('AZ', 'in_state'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('Tucson', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,1404,4326,1,"[('open', 'status')]"
35,1404,5767,3,"[('LA', 'in_state'), ('New Orleans', 'located_in_city'), ('open', 'status')]"
35,1404,2344,1,"[('open', 'status')]"
35,1404,2989,2,"[('4.0 stars', 'has_rating'), ('open', 'status')]"
35,1411,4326,2,"[('Event Planning & Services', 'has_category'), ('open', 'status')]"
35,1411,5767,1,"[('open', 'status')]"
35,1411,2344,4,"[('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('Restaurants', 'has_category'), ('open', 'status')]"
35,1411,2989,2,"[('Event Planning & Services', 'has_category'), ('open', 'status')]"
35,1436,4326,10,"[('AZ', 'in_state'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Resorts', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('Tucson', 'located_in_city'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,1436,5767,1,"[('open', 'status')]"
35,1436,2344,13,"[('Beauty & Spas', 'has_category'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=True', 'has_attribute'), ('Day Spas', 'has_category'), ('DogsAllowed=False', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Resorts', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('WiFi=paid', 'has_attribute'), ('open', 'status')]"
35,1436,2989,6,"[('AZ', 'in_state'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Tucson', 'located_in_city'), ('open', 'status')]"
35,1442,4326,3,"[('3.0 stars', 'has_rating'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,1442,5767,3,"[('LA', 'in_state'), ('Transportation', 'has_category'), ('open', 'status')]"
35,1442,2344,3,"[('3.0 stars', 'has_rating'), ('RestaurantsTakeOut=True', 'has_attribute'), ('open', 'status')]"
35,1442,2989,3,"[('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,1489,4326,4,"[('AZ', 'in_state'), ('DogsAllowed=True', 'has_attribute'), ('Tucson', 'located_in_city'), ('open', 'status')]"
35,1489,5767,1,"[('open', 'status')]"
35,1489,2344,4,"[('Arts & Entertainment', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('Museums', 'has_category'), ('open', 'status')]"
35,1489,2989,4,"[('AZ', 'in_state'), ('DogsAllowed=True', 'has_attribute'), ('Tucson', 'located_in_city'), ('open', 'status')]"
35,1702,4326,8,"[('AZ', 'in_state'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('Tucson', 'located_in_city'), ('Venues & Event Spaces', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,1702,2344,14,"[('Alcohol=full_bar', 'has_attribute'), ('American (New)', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('OutdoorSeating=True', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('open', 'status')]"
35,1702,5767,1,"[('open', 'status')]"
35,1702,2989,7,"[('4.0 stars', 'has_rating'), ('AZ', 'in_state'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Tucson', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,1940,4326,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,1940,5767,3,"[('LA', 'in_state'), ('New Orleans', 'located_in_city'), ('open', 'status')]"
35,1940,2344,14,"[('Alcohol=full_bar', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('HappyHour=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('RestaurantsTableService=True', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,1940,2989,6,"[('4.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,1960,4326,7,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,1960,5767,1,"[('open', 'status')]"
35,1960,2344,11,"[('37214', 'has_postal_code'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=True', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,1960,2989,6,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,1963,4326,10,"[('3.0 stars', 'has_rating'), ('AZ', 'in_state'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Tucson', 'located_in_city'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,1963,5767,1,"[('open', 'status')]"
35,1963,2344,17,"[('3.0 stars', 'has_rating'), ('Alcohol=full_bar', 'has_attribute'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('BusinessParking={garage: False, street: False, validated: False, lot: True, valet: False}', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('NoiseLevel=very_loud', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,1963,2989,7,"[('AZ', 'in_state'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Tucson', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,24,4326,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,24,5767,1,"[('open', 'status')]"
35,24,2344,16,"[('37214', 'has_postal_code'), ('Alcohol=full_bar', 'has_attribute'), ('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('BusinessParking={garage: False, street: False, validated: False, lot: True, valet: False}', 'has_attribute'), ('Cinema', 'has_category'), ('DogsAllowed=False', 'has_attribute'), ('GoodForDancing=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('Performing Arts', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('TN', 'in_state'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,24,2989,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('open', 'status')]"
35,2557,4326,2,"[('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,2557,5767,2,"[('Transportation', 'has_category'), ('open', 'status')]"
35,2557,2344,1,"[('open', 'status')]"
35,2557,2989,3,"[('4.0 stars', 'has_rating'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,2612,4326,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('open', 'status')]"
35,2612,5767,1,"[('open', 'status')]"
35,2612,2344,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('WiFi=paid', 'has_attribute'), ('open', 'status')]"
35,2612,2989,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('open', 'status')]"
35,2723,4326,8,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('WheelchairAccessible=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,2723,5767,1,"[('open', 'status')]"
35,2723,2344,8,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('HasTV=True', 'has_attribute'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,2723,2989,7,"[('4.0 stars', 'has_rating'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,2933,4326,2,"[('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,2933,5767,4,"[('LA', 'in_state'), ('New Orleans', 'located_in_city'), ('Transportation', 'has_category'), ('open', 'status')]"
35,2933,2344,1,"[('open', 'status')]"
35,2933,2989,2,"[('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,3081,4326,9,"[('85718', 'has_postal_code'), ('AZ', 'in_state'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Resorts', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('Tucson', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,3081,5767,1,"[('open', 'status')]"
35,3081,2344,17,"[('Alcohol=full_bar', 'has_attribute'), ('American (New)', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Caters=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('HappyHour=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('OutdoorSeating=True', 'has_attribute'), ('Resorts', 'has_category'), ('Restaurants', 'has_category'), ('RestaurantsDelivery=True', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('RestaurantsTableService=True', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('open', 'status')]"
35,3081,2989,6,"[('AZ', 'in_state'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Tucson', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,3086,4326,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('WiFi=free', 'has_attribute')]"
35,3086,5767,0,[]
35,3086,2344,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Food', 'has_category')]"
35,3086,2989,5,"[('4.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=free', 'has_attribute')]"
35,3136,4326,1,"[('open', 'status')]"
35,3136,5767,5,"[('LA', 'in_state'), ('New Orleans', 'located_in_city'), ('Public Transportation', 'has_category'), ('Transportation', 'has_category'), ('open', 'status')]"
35,3136,2344,3,"[('Arts & Entertainment', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('open', 'status')]"
35,3136,2989,2,"[('4.0 stars', 'has_rating'), ('open', 'status')]"
35,3398,4326,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,3398,2344,16,"[('Alcohol=full_bar', 'has_attribute'), ('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('HappyHour=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('OutdoorSeating=True', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsTableService=True', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('TN', 'in_state'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,3398,5767,1,"[('open', 'status')]"
35,3398,2989,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('open', 'status')]"
35,3474,4326,4,"[('3.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute')]"
35,3474,5767,0,[]
35,3474,2344,5,"[('3.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('WiFi=paid', 'has_attribute')]"
35,3474,2989,2,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category')]"
35,3999,4326,7,"[('3.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,3999,5767,3,"[('LA', 'in_state'), ('New Orleans', 'located_in_city'), ('open', 'status')]"
35,3999,2344,7,"[('3.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('open', 'status')]"
35,3999,2989,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,4073,4326,7,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,4073,5767,1,"[('open', 'status')]"
35,4073,2344,19,"[('Alcohol=full_bar', 'has_attribute'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('RestaurantsTableService=True', 'has_attribute'), ('TN', 'in_state'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('WiFi=paid', 'has_attribute'), ('open', 'status')]"
35,4073,2989,4,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('open', 'status')]"
35,4088,4326,1,"[('open', 'status')]"
35,4088,5767,1,"[('open', 'status')]"
35,4088,2344,4,"[('Arts & Entertainment', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('Museums', 'has_category'), ('open', 'status')]"
35,4088,2989,2,"[('4.0 stars', 'has_rating'), ('open', 'status')]"
35,4143,4326,2,"[('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,4143,5767,2,"[('Transportation', 'has_category'), ('open', 'status')]"
35,4143,2344,1,"[('open', 'status')]"
35,4143,2989,3,"[('4.0 stars', 'has_rating'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,4251,4326,8,"[('AZ', 'in_state'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Tucson', 'located_in_city'), ('Venues & Event Spaces', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,4251,5767,1,"[('open', 'status')]"
35,4251,2344,13,"[('Alcohol=full_bar', 'has_attribute'), ('American (New)', 'has_category'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('NoiseLevel=very_loud', 'has_attribute'), ('OutdoorSeating=True', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('open', 'status')]"
35,4251,2989,9,"[('4.0 stars', 'has_rating'), ('AZ', 'in_state'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('Tucson', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,4432,4326,8,"[('3.0 stars', 'has_rating'), ('AZ', 'in_state'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('Tucson', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,4432,5767,1,"[('open', 'status')]"
35,4432,2344,16,"[('3.0 stars', 'has_rating'), ('Alcohol=full_bar', 'has_attribute'), ('Beauty & Spas', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Day Spas', 'has_category'), ('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('OutdoorSeating=True', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('open', 'status')]"
35,4432,2989,6,"[('AZ', 'in_state'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Tucson', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,4463,4326,9,"[('AZ', 'in_state'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Tucson', 'located_in_city'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,4463,5767,2,"[('2.5 stars', 'has_rating'), ('open', 'status')]"
35,4463,2344,17,"[('Alcohol=full_bar', 'has_attribute'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Caters=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('OutdoorSeating=True', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('RestaurantsTableService=True', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('WiFi=paid', 'has_attribute'), ('open', 'status')]"
35,4463,2989,8,"[('AZ', 'in_state'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('Tucson', 'located_in_city'), ('open', 'status')]"
35,4610,4326,8,"[('AZ', 'in_state'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('Tucson', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,4610,5767,1,"[('open', 'status')]"
35,4610,2344,10,"[('Beauty & Spas', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Day Spas', 'has_category'), ('Event Planning & Services', 'has_category'), ('OutdoorSeating=True', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('open', 'status')]"
35,4610,2989,7,"[('AZ', 'in_state'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Tucson', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,4634,4326,7,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,4634,5767,1,"[('open', 'status')]"
