usuario,hotel_recomendado,hotel_historico,num_propiedades_compartidas,propiedades_compartidas
376,214,2083,7,"[('Bars', 'has_category'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('Nightlife', 'has_category'), ('TN', 'in_state')]"
376,214,1260,7,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('Venues & Event Spaces', 'has_category'), ('open', 'status')]"
376,214,2589,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('open', 'status')]"
376,214,3806,13,"[('Arts & Entertainment', 'has_category'), ('Bars', 'has_category'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Music Venues', 'has_category'), ('Nashville', 'located_in_city'), ('Nightlife', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('TN', 'in_state'), ('Venues & Event Spaces', 'has_category'), ('open', 'status')]"
376,2344,2083,13,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Food', 'has_category'), ('GoodForDancing=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('OutdoorSeating=True', 'has_attribute'), ('RestaurantsDelivery=True', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('Smoking=outdoor', 'has_attribute'), ('TN', 'in_state'), ('WheelchairAccessible=True', 'has_attribute')]"
376,2344,1260,11,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('BusinessParking={garage: False, street: False, validated: False, lot: True, valet: False}', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
376,2344,2589,8,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('BusinessParking={garage: False, street: False, validated: False, lot: True, valet: False}', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('open', 'status')]"
376,2344,3806,21,"[('American (New)', 'has_category'), ('Arts & Entertainment', 'has_category'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Food', 'has_category'), ('GoodForDancing=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('HappyHour=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('OutdoorSeating=True', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsDelivery=True', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('TN', 'in_state'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
376,24,2083,15,"[('BikeParking=True', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('CoatCheck=False', 'has_attribute'), ('GoodForDancing=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('HappyHour=False', 'has_attribute'), ('HasTV=False', 'has_attribute'), ('Music={dj: False, background_music: False, no_music: False, jukebox: False, live: True, video: False, karaoke: False}', 'has_attribute'), ('Nashville', 'located_in_city'), ('Nightlife', 'has_category'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('TN', 'in_state'), ('Tours', 'has_category'), ('WheelchairAccessible=True', 'has_attribute')]"
376,24,1260,12,"[('BikeParking=True', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('BusinessParking={garage: False, street: False, validated: False, lot: True, valet: False}', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Historical Tours', 'has_category'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('Tours', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
376,24,2589,11,"[('BikeParking=True', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('BusinessParking={garage: False, street: False, validated: False, lot: True, valet: False}', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('Tours', 'has_category'), ('WiFi=no', 'has_attribute'), ('open', 'status')]"
376,24,3806,19,"[('4.5 stars', 'has_rating'), ('Arts & Entertainment', 'has_category'), ('BikeParking=True', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForDancing=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Music Venues', 'has_category'), ('Music={dj: False, background_music: False, no_music: False, jukebox: False, live: True, video: False, karaoke: False}', 'has_attribute'), ('Nashville', 'located_in_city'), ('Nightlife', 'has_category'), ('NoiseLevel=average', 'has_attribute'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('TN', 'in_state'), ('Tours', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
376,2406,2083,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('WiFi=free', 'has_attribute')]"
376,2406,1260,6,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
376,2406,2589,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('open', 'status')]"
376,2406,3806,8,"[('4.5 stars', 'has_rating'), ('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
376,2424,2083,4,"[('ByAppointmentOnly=False', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('WiFi=free', 'has_attribute')]"
376,2424,1260,5,"[('ByAppointmentOnly=False', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
376,2424,2589,4,"[('ByAppointmentOnly=False', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('open', 'status')]"
376,2424,3806,5,"[('ByAppointmentOnly=False', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
376,2617,2083,7,"[('37203', 'has_postal_code'), ('4.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('WiFi=free', 'has_attribute')]"
376,2617,1260,7,"[('4.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
376,2617,2589,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('open', 'status')]"
376,2617,3806,9,"[('37203', 'has_postal_code'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Nashville', 'located_in_city'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('TN', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
376,2618,2083,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Caters=False', 'has_attribute'), ('WiFi=free', 'has_attribute')]"
376,2618,1260,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
376,2618,2589,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('open', 'status')]"
376,2618,3806,8,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Caters=False', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('NoiseLevel=average', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
376,2877,2083,16,"[('37203', 'has_postal_code'), ('4.0 stars', 'has_rating'), ('Bars', 'has_category'), ('BikeParking=True', 'has_attribute'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Caters=False', 'has_attribute'), ('HasTV=False', 'has_attribute'), ('Nashville', 'located_in_city'), ('Nightlife', 'has_category'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('TN', 'in_state'), ('WheelchairAccessible=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('closed', 'status')]"
376,2877,1260,9,"[('4.0 stars', 'has_rating'), ('BikeParking=True', 'has_attribute'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('WheelchairAccessible=True', 'has_attribute'), ('WiFi=free', 'has_attribute')]"
376,2877,2589,5,"[('BikeParking=True', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state')]"
376,2877,3806,18,"[('37203', 'has_postal_code'), ('American (New)', 'has_category'), ('American (Traditional)', 'has_category'), ('Bars', 'has_category'), ('BikeParking=True', 'has_attribute'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Caters=False', 'has_attribute'), ('HappyHour=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('Nightlife', 'has_category'), ('NoiseLevel=average', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('TN', 'in_state'), ('WheelchairAccessible=True', 'has_attribute'), ('WiFi=free', 'has_attribute')]"
376,3101,2083,6,"[('BikeParking=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('Tours', 'has_category')]"
376,3101,1260,7,"[('Active Life', 'has_category'), ('BikeParking=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('Tours', 'has_category'), ('open', 'status')]"
376,3101,2589,7,"[('Active Life', 'has_category'), ('BikeParking=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('Tours', 'has_category'), ('open', 'status')]"
376,3101,3806,8,"[('4.5 stars', 'has_rating'), ('BikeParking=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('Tours', 'has_category'), ('open', 'status')]"
376,3398,2083,15,"[('BYOB=False', 'has_attribute'), ('Bars', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Caters=False', 'has_attribute'), ('CoatCheck=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Music={dj: False, background_music: False, no_music: False, jukebox: False, live: True, video: False, karaoke: False}', 'has_attribute'), ('Nashville', 'located_in_city'), ('Nightlife', 'has_category'), ('OutdoorSeating=True', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsReservations=False', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('TN', 'in_state'), ('WheelchairAccessible=True', 'has_attribute')]"
376,3398,1260,6,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
376,3398,2589,6,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('WiFi=no', 'has_attribute'), ('open', 'status')]"
376,3398,3806,23,"[('American (Traditional)', 'has_category'), ('Arts & Entertainment', 'has_category'), ('Bars', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Caters=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('HappyHour=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('Music Venues', 'has_category'), ('Music={dj: False, background_music: False, no_music: False, jukebox: False, live: True, video: False, karaoke: False}', 'has_attribute'), ('Nashville', 'located_in_city'), ('Nightlife', 'has_category'), ('OutdoorSeating=True', 'has_attribute'), ('Pubs', 'has_category'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('RestaurantsReservations=False', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('TN', 'in_state'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
376,3457,2083,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state')]"
376,3457,1260,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('open', 'status')]"
376,3457,2589,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('open', 'status')]"
376,3457,3806,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('open', 'status')]"
376,3480,2083,11,"[('Bars', 'has_category'), ('BikeParking=True', 'has_attribute'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('HasTV=False', 'has_attribute'), ('Nightlife', 'has_category'), ('OutdoorSeating=True', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('WiFi=free', 'has_attribute')]"
376,3480,1260,7,"[('BikeParking=True', 'has_attribute'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
376,3480,2589,5,"[('BikeParking=True', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('open', 'status')]"
376,3480,3806,16,"[('Bars', 'has_category'), ('BikeParking=True', 'has_attribute'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('HappyHour=True', 'has_attribute'), ('Nightlife', 'has_category'), ('NoiseLevel=average', 'has_attribute'), ('OutdoorSeating=True', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
376,3651,2083,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('WiFi=free', 'has_attribute')]"
376,3651,1260,6,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
376,3651,2589,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('open', 'status')]"
376,3651,3806,6,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
376,3700,2083,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('TN', 'in_state')]"
376,3700,1260,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('open', 'status')]"
376,3700,2589,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Nashville', 'located_in_city'), ('TN', 'in_state'), ('open', 'status')]"
376,3700,3806,6,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Nashville', 'located_in_city'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('TN', 'in_state'), ('open', 'status')]"
