usuario,hotel_recomendado,hotel_historico,num_propiedades_compartidas,propiedades_compartidas
276,1298,104,8,"[('3.5 stars', 'has_rating'), ('BikeParking=True', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('BusinessParking={garage: False, street: True, validated: False, lot: True, valet: False}', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('open', 'status')]"
276,1298,1356,4,"[('DogsAllowed=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('MO', 'in_state'), ('open', 'status')]"
276,1298,3438,8,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('Saint Louis', 'located_in_city'), ('Venues & Event Spaces', 'has_category'), ('open', 'status')]"
276,1298,558,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('Saint Louis', 'located_in_city')]"
276,1298,5360,16,"[('Alcohol=full_bar', 'has_attribute'), ('BikeParking=True', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('MO', 'in_state'), ('Nightlife', 'has_category'), ('NoiseLevel=average', 'has_attribute'), ('OutdoorSeating=False', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('Saint Louis', 'located_in_city'), ('Venues & Event Spaces', 'has_category'), ('open', 'status')]"
276,1298,592,6,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,1298,4656,16,"[('Alcohol=full_bar', 'has_attribute'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Caters=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('MO', 'in_state'), ('OutdoorSeating=False', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('Saint Louis', 'located_in_city')]"
276,1298,880,4,"[('MO', 'in_state'), ('Saint Louis', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,1298,4088,4,"[('GoodForKids=True', 'has_attribute'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city'), ('open', 'status')]"
276,150,1442,2,"[('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,150,4326,4,"[('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,150,3143,6,"[('Arts & Entertainment', 'has_category'), ('DogsAllowed=False', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,150,104,1,"[('open', 'status')]"
276,150,1356,4,"[('Arts & Entertainment', 'has_category'), ('DogsAllowed=False', 'has_attribute'), ('MO', 'in_state'), ('open', 'status')]"
276,150,3438,3,"[('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('open', 'status')]"
276,150,558,2,"[('Event Planning & Services', 'has_category'), ('MO', 'in_state')]"
276,150,5360,8,"[('Alcohol=full_bar', 'has_attribute'), ('Arts & Entertainment', 'has_category'), ('DogsAllowed=False', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('HasTV=True', 'has_attribute'), ('MO', 'in_state'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('open', 'status')]"
276,150,592,5,"[('2.0 stars', 'has_rating'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,150,4656,7,"[('Alcohol=full_bar', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('HasTV=True', 'has_attribute'), ('MO', 'in_state'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute')]"
276,150,880,3,"[('MO', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,150,4088,3,"[('Arts & Entertainment', 'has_category'), ('MO', 'in_state'), ('open', 'status')]"
276,1542,1442,3,"[('ByAppointmentOnly=False', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,1542,4326,3,"[('DogsAllowed=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,1542,104,5,"[('ByAppointmentOnly=False', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Tours', 'has_category'), ('open', 'status')]"
276,1542,3143,8,"[('Arts & Entertainment', 'has_category'), ('ByAppointmentOnly=False', 'has_attribute'), ('Education', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('MO', 'in_state'), ('Tours', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,1542,1356,8,"[('63122', 'has_postal_code'), ('Arts & Entertainment', 'has_category'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('MO', 'in_state'), ('Museums', 'has_category'), ('Tours', 'has_category'), ('open', 'status')]"
276,1542,3438,4,"[('DogsAllowed=True', 'has_attribute'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city'), ('open', 'status')]"
276,1542,558,2,"[('MO', 'in_state'), ('Saint Louis', 'located_in_city')]"
276,1542,5360,6,"[('Arts & Entertainment', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city'), ('Tours', 'has_category'), ('open', 'status')]"
276,1542,592,3,"[('MO', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,1542,4656,4,"[('DogsAllowed=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city')]"
276,1542,880,5,"[('ByAppointmentOnly=False', 'has_attribute'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,1542,4088,9,"[('4.0 stars', 'has_rating'), ('Arts & Entertainment', 'has_category'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('MO', 'in_state'), ('Museums', 'has_category'), ('Saint Louis', 'located_in_city'), ('Tours', 'has_category'), ('open', 'status')]"
276,1840,1442,2,"[('Airports', 'has_category'), ('open', 'status')]"
276,1840,4326,2,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('open', 'status')]"
276,1840,3143,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('MO', 'in_state'), ('open', 'status')]"
276,1840,104,2,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('open', 'status')]"
276,1840,1356,2,"[('MO', 'in_state'), ('open', 'status')]"
276,1840,3438,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city'), ('open', 'status')]"
276,1840,558,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city')]"
276,1840,5360,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city'), ('WiFi=no', 'has_attribute'), ('open', 'status')]"
276,1840,592,4,"[('2.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('MO', 'in_state'), ('open', 'status')]"
276,1840,4656,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city')]"
276,1840,880,5,"[('63145', 'has_postal_code'), ('Airports', 'has_category'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city'), ('open', 'status')]"
276,1840,4088,3,"[('MO', 'in_state'), ('Saint Louis', 'located_in_city'), ('open', 'status')]"
276,2085,1442,5,"[('ByAppointmentOnly=False', 'has_attribute'), ('GoodForMeal={dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}', 'has_attribute'), ('RestaurantsDelivery=False', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,2085,4326,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,2085,3143,14,"[('4.5 stars', 'has_rating'), ('63110', 'has_postal_code'), ('Active Life', 'has_category'), ('Arts & Entertainment', 'has_category'), ('BikeParking=True', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('BusinessParking={garage: False, street: True, validated: False, lot: True, valet: False}', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('MO', 'in_state'), ('Tours', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,2085,104,11,"[('BikeParking=True', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('BusinessParking={garage: False, street: True, validated: False, lot: True, valet: False}', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('Caters=False', 'has_attribute'), ('Farmers Market', 'has_category'), ('Food', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('Shopping', 'has_category'), ('Tours', 'has_category'), ('open', 'status')]"
276,2085,1356,9,"[('4.5 stars', 'has_rating'), ('Arts & Entertainment', 'has_category'), ('ByAppointmentOnly=False', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('MO', 'in_state'), ('Museums', 'has_category'), ('Tours', 'has_category'), ('open', 'status')]"
276,2085,3438,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city'), ('open', 'status')]"
276,2085,558,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city')]"
276,2085,5360,12,"[('4.5 stars', 'has_rating'), ('Arts & Entertainment', 'has_category'), ('BikeParking=True', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('MO', 'in_state'), ('NoiseLevel=average', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('Saint Louis', 'located_in_city'), ('Tours', 'has_category'), ('open', 'status')]"
276,2085,592,5,"[('63110', 'has_postal_code'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('MO', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,2085,4656,8,"[('Ambience={romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: False}', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('MO', 'in_state'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsDelivery=False', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('Saint Louis', 'located_in_city')]"
276,2085,880,5,"[('ByAppointmentOnly=False', 'has_attribute'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,2085,4088,10,"[('Active Life', 'has_category'), ('Arts & Entertainment', 'has_category'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('MO', 'in_state'), ('Museums', 'has_category'), ('Parks', 'has_category'), ('Saint Louis', 'located_in_city'), ('Tours', 'has_category'), ('open', 'status')]"
276,2109,1442,2,"[('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,2109,4326,9,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,2109,3143,6,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('Venues & Event Spaces', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,2109,104,4,"[('3.5 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('open', 'status')]"
276,2109,1356,2,"[('MO', 'in_state'), ('open', 'status')]"
276,2109,3438,8,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city'), ('Venues & Event Spaces', 'has_category'), ('open', 'status')]"
276,2109,558,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city')]"
276,2109,5360,6,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city'), ('Venues & Event Spaces', 'has_category'), ('open', 'status')]"
276,2109,592,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,2109,4656,6,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city')]"
276,2109,880,4,"[('MO', 'in_state'), ('Saint Louis', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,2109,4088,4,"[('63102', 'has_postal_code'), ('MO', 'in_state'), ('Saint Louis', 'located_in_city'), ('open', 'status')]"
276,2417,1442,2,"[('RestaurantsPriceRange2=2', 'has_attribute'), ('open', 'status')]"
276,2417,4326,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('open', 'status')]"
276,2417,3143,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('St Louis', 'located_in_city'), ('open', 'status')]"
276,2417,104,4,"[('3.5 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('open', 'status')]"
276,2417,1356,2,"[('MO', 'in_state'), ('open', 'status')]"
276,2417,3438,6,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=paid', 'has_attribute'), ('open', 'status')]"
276,2417,558,6,"[('63103', 'has_postal_code'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=paid', 'has_attribute')]"
276,2417,5360,6,"[('63103', 'has_postal_code'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('open', 'status')]"
276,2417,592,6,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('St Louis', 'located_in_city'), ('open', 'status')]"
276,2417,4656,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('MO', 'in_state'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=paid', 'has_attribute')]"
276,2417,880,2,"[('MO', 'in_state'), ('open', 'status')]"
276,2417,4088,2,"[('MO', 'in_state'), ('open', 'status')]"
276,25,1442,3,"[('ByAppointmentOnly=False', 'has_attribute'), ('LA', 'in_state'), ('open', 'status')]"
276,25,4326,1,"[('open', 'status')]"
276,25,3143,4,"[('4.5 stars', 'has_rating'), ('ByAppointmentOnly=False', 'has_attribute'), ('Tours', 'has_category'), ('open', 'status')]"
276,25,104,6,"[('70116', 'has_postal_code'), ('ByAppointmentOnly=False', 'has_attribute'), ('LA', 'in_state'), ('New Orleans', 'located_in_city'), ('Tours', 'has_category'), ('open', 'status')]"
276,25,1356,4,"[('4.5 stars', 'has_rating'), ('ByAppointmentOnly=False', 'has_attribute'), ('Tours', 'has_category'), ('open', 'status')]"
276,25,3438,1,"[('open', 'status')]"
276,25,558,0,[]
276,25,5360,3,"[('4.5 stars', 'has_rating'), ('Tours', 'has_category'), ('open', 'status')]"
276,25,592,1,"[('open', 'status')]"
276,25,4656,0,[]
276,25,880,2,"[('ByAppointmentOnly=False', 'has_attribute'), ('open', 'status')]"
276,25,4088,5,"[('ByAppointmentOnly=False', 'has_attribute'), ('Landmarks & Historical Buildings', 'has_category'), ('Public Services & Government', 'has_category'), ('Tours', 'has_category'), ('open', 'status')]"
276,2557,1442,5,"[('Airports', 'has_category'), ('ByAppointmentOnly=False', 'has_attribute'), ('Transportation', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,2557,4326,2,"[('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,2557,3143,3,"[('ByAppointmentOnly=False', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,2557,104,2,"[('ByAppointmentOnly=False', 'has_attribute'), ('open', 'status')]"
276,2557,1356,2,"[('ByAppointmentOnly=False', 'has_attribute'), ('open', 'status')]"
276,2557,3438,1,"[('open', 'status')]"
276,2557,558,0,[]
276,2557,5360,1,"[('open', 'status')]"
276,2557,592,2,"[('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,2557,4656,0,[]
276,2557,880,4,"[('Airports', 'has_category'), ('ByAppointmentOnly=False', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
276,2557,4088,3,"[('4.0 stars', 'has_rating'), ('ByAppointmentOnly=False', 'has_attribute'), ('open', 'status')]"
276,2781,1442,3,"[('ByAppointmentOnly=False', 'has_attribute'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('open', 'status')]"
