usuario,hotel_recomendado,hotel_historico,num_propiedades_compartidas,propiedades_compartidas
3,1693,2513,3,"[('4.0 stars', 'has_rating'), ('PA', 'in_state'), ('open', 'status')]"
3,1693,1941,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('PA', 'in_state'), ('open', 'status')]"
3,1693,1783,9,"[('Breakfast & Brunch', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('OutdoorSeating=False', 'has_attribute'), ('PA', 'in_state'), ('Restaurants', 'has_category'), ('RestaurantsDelivery=False', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('open', 'status')]"
3,1729,457,3,"[('4.5 stars', 'has_rating'), ('Tours', 'has_category'), ('open', 'status')]"
3,1729,2513,3,"[('Historical Tours', 'has_category'), ('Tours', 'has_category'), ('open', 'status')]"
3,1729,1941,2,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('open', 'status')]"
3,1729,1783,7,"[('4.5 stars', 'has_rating'), ('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Museums', 'has_category'), ('open', 'status')]"
3,2085,457,3,"[('4.5 stars', 'has_rating'), ('Tours', 'has_category'), ('open', 'status')]"
3,2085,2513,2,"[('Tours', 'has_category'), ('open', 'status')]"
3,2085,1941,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,2085,1783,10,"[('4.5 stars', 'has_rating'), ('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Museums', 'has_category'), ('RestaurantsDelivery=False', 'has_attribute'), ('RestaurantsTakeOut=False', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,2101,457,3,"[('4.5 stars', 'has_rating'), ('Tours', 'has_category'), ('open', 'status')]"
3,2101,2513,3,"[('Historical Tours', 'has_category'), ('Tours', 'has_category'), ('open', 'status')]"
3,2101,1941,2,"[('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,2101,1783,8,"[('4.5 stars', 'has_rating'), ('Arts & Entertainment', 'has_category'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Local Flavor', 'has_category'), ('Museums', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,2109,457,1,"[('open', 'status')]"
3,2109,2513,1,"[('open', 'status')]"
3,2109,1941,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,2109,1783,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,2290,457,1,"[('open', 'status')]"
3,2290,2513,1,"[('open', 'status')]"
3,2290,1941,2,"[('3.0 stars', 'has_rating'), ('open', 'status')]"
3,2290,1783,1,"[('open', 'status')]"
3,2344,457,1,"[('open', 'status')]"
3,2344,2513,1,"[('open', 'status')]"
3,2344,1941,4,"[('3.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('open', 'status')]"
3,2344,1783,7,"[('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Museums', 'has_category'), ('Restaurants', 'has_category'), ('RestaurantsReservations=True', 'has_attribute'), ('open', 'status')]"
3,25,457,5,"[('4.5 stars', 'has_rating'), ('Landmarks & Historical Buildings', 'has_category'), ('Public Services & Government', 'has_category'), ('Tours', 'has_category'), ('open', 'status')]"
3,25,2513,4,"[('Landmarks & Historical Buildings', 'has_category'), ('Public Services & Government', 'has_category'), ('Tours', 'has_category'), ('open', 'status')]"
3,25,1941,1,"[('open', 'status')]"
3,25,1783,5,"[('4.5 stars', 'has_rating'), ('ByAppointmentOnly=False', 'has_attribute'), ('Landmarks & Historical Buildings', 'has_category'), ('Public Services & Government', 'has_category'), ('open', 'status')]"
3,2557,457,1,"[('open', 'status')]"
3,2557,2513,2,"[('4.0 stars', 'has_rating'), ('open', 'status')]"
3,2557,1941,2,"[('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,2557,1783,3,"[('ByAppointmentOnly=False', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,2617,457,1,"[('open', 'status')]"
3,2617,2513,2,"[('4.0 stars', 'has_rating'), ('open', 'status')]"
3,2617,1941,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,2617,1783,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,2963,457,5,"[('Landmarks & Historical Buildings', 'has_category'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('Public Services & Government', 'has_category'), ('Tours', 'has_category')]"
3,2963,2513,6,"[('4.0 stars', 'has_rating'), ('Landmarks & Historical Buildings', 'has_category'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('Public Services & Government', 'has_category'), ('Tours', 'has_category')]"
3,2963,1941,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('PA', 'in_state'), ('WiFi=free', 'has_attribute')]"
3,2963,1783,10,"[('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Landmarks & Historical Buildings', 'has_category'), ('Local Flavor', 'has_category'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('Public Services & Government', 'has_category'), ('WiFi=free', 'has_attribute')]"
3,2972,457,4,"[('Landmarks & Historical Buildings', 'has_category'), ('Public Services & Government', 'has_category'), ('Tours', 'has_category'), ('open', 'status')]"
3,2972,2513,5,"[('4.0 stars', 'has_rating'), ('Landmarks & Historical Buildings', 'has_category'), ('Public Services & Government', 'has_category'), ('Tours', 'has_category'), ('open', 'status')]"
3,2972,1941,1,"[('open', 'status')]"
3,2972,1783,6,"[('GoodForKids=True', 'has_attribute'), ('Landmarks & Historical Buildings', 'has_category'), ('Local Flavor', 'has_category'), ('Public Services & Government', 'has_category'), ('Restaurants', 'has_category'), ('open', 'status')]"
3,3069,457,1,"[('open', 'status')]"
3,3069,2513,1,"[('open', 'status')]"
3,3069,1941,1,"[('open', 'status')]"
3,3069,1783,1,"[('open', 'status')]"
3,3119,457,1,"[('open', 'status')]"
3,3119,2513,2,"[('4.0 stars', 'has_rating'), ('open', 'status')]"
3,3119,1941,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,3119,1783,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,3136,457,1,"[('open', 'status')]"
3,3136,2513,2,"[('4.0 stars', 'has_rating'), ('open', 'status')]"
3,3136,1941,1,"[('open', 'status')]"
3,3136,1783,5,"[('Arts & Entertainment', 'has_category'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Local Flavor', 'has_category'), ('open', 'status')]"
3,3165,457,1,"[('open', 'status')]"
3,3165,2513,1,"[('open', 'status')]"
3,3165,1941,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,3165,1783,5,"[('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,3178,457,3,"[('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,3178,2513,3,"[('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,3178,1941,2,"[('PA', 'in_state'), ('open', 'status')]"
3,3178,1783,3,"[('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,3209,457,4,"[('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('Public Services & Government', 'has_category'), ('open', 'status')]"
3,3209,2513,5,"[('4.0 stars', 'has_rating'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('Public Services & Government', 'has_category'), ('open', 'status')]"
3,3209,1941,3,"[('PA', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,3209,1783,6,"[('ByAppointmentOnly=False', 'has_attribute'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('Public Services & Government', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,3237,457,5,"[('19106', 'has_postal_code'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('Tours', 'has_category'), ('open', 'status')]"
3,3237,2513,5,"[('19106', 'has_postal_code'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('Tours', 'has_category'), ('open', 'status')]"
3,3237,1941,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('PA', 'in_state'), ('open', 'status')]"
3,3237,1783,5,"[('19106', 'has_postal_code'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,3484,457,4,"[('19106', 'has_postal_code'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,3484,2513,4,"[('19106', 'has_postal_code'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,3484,1941,2,"[('PA', 'in_state'), ('open', 'status')]"
3,3484,1783,4,"[('19106', 'has_postal_code'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,3732,457,1,"[('open', 'status')]"
3,3732,2513,2,"[('4.0 stars', 'has_rating'), ('open', 'status')]"
3,3732,1941,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,3732,1783,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('RestaurantsDelivery=False', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,3737,457,3,"[('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,3737,2513,3,"[('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,3737,1941,2,"[('PA', 'in_state'), ('open', 'status')]"
3,3737,1783,3,"[('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,393,457,3,"[('PA', 'in_state'), ('Tours', 'has_category'), ('open', 'status')]"
3,393,2513,3,"[('PA', 'in_state'), ('Tours', 'has_category'), ('open', 'status')]"
3,393,1941,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('PA', 'in_state'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('open', 'status')]"
3,393,1783,5,"[('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('PA', 'in_state'), ('open', 'status')]"
3,4088,457,4,"[('Landmarks & Historical Buildings', 'has_category'), ('Public Services & Government', 'has_category'), ('Tours', 'has_category'), ('open', 'status')]"
3,4088,2513,5,"[('4.0 stars', 'has_rating'), ('Landmarks & Historical Buildings', 'has_category'), ('Public Services & Government', 'has_category'), ('Tours', 'has_category'), ('open', 'status')]"
3,4088,1941,1,"[('open', 'status')]"
3,4088,1783,7,"[('Arts & Entertainment', 'has_category'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Landmarks & Historical Buildings', 'has_category'), ('Museums', 'has_category'), ('Public Services & Government', 'has_category'), ('open', 'status')]"
3,4122,457,1,"[('open', 'status')]"
3,4122,2513,2,"[('4.0 stars', 'has_rating'), ('open', 'status')]"
3,4122,1941,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,4122,1783,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,4183,457,1,"[('open', 'status')]"
3,4183,2513,1,"[('open', 'status')]"
3,4183,1941,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,4183,1783,9,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('OutdoorSeating=False', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsDelivery=False', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('RestaurantsTakeOut=False', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,4359,457,1,"[('open', 'status')]"
3,4359,2513,2,"[('4.0 stars', 'has_rating'), ('open', 'status')]"
3,4359,1941,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('open', 'status')]"
3,4359,1783,8,"[('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Museums', 'has_category'), ('Restaurants', 'has_category'), ('Travel Services', 'has_category'), ('open', 'status')]"
3,4464,457,2,"[('4.5 stars', 'has_rating'), ('open', 'status')]"
3,4464,2513,1,"[('open', 'status')]"
3,4464,1941,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,4464,1783,9,"[('4.5 stars', 'has_rating'), ('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsDelivery=False', 'has_attribute'), ('RestaurantsTakeOut=False', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,45,457,3,"[('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,45,2513,3,"[('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,45,1941,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('PA', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,45,1783,6,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,473,457,3,"[('4.5 stars', 'has_rating'), ('Tours', 'has_category'), ('open', 'status')]"
3,473,2513,3,"[('Historical Tours', 'has_category'), ('Tours', 'has_category'), ('open', 'status')]"
3,473,1941,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('open', 'status')]"
3,473,1783,9,"[('4.5 stars', 'has_rating'), ('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Local Flavor', 'has_category'), ('Museums', 'has_category'), ('OutdoorSeating=False', 'has_attribute'), ('Restaurants', 'has_category'), ('open', 'status')]"
3,4825,457,3,"[('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,4825,2513,3,"[('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,4825,1941,7,"[('3.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('PA', 'in_state'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,4825,1783,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,4830,457,3,"[('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,4830,2513,3,"[('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,4830,1941,3,"[('PA', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,4830,1783,5,"[('ByAppointmentOnly=False', 'has_attribute'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,4942,457,5,"[('19106', 'has_postal_code'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('Tours', 'has_category'), ('open', 'status')]"
3,4942,2513,5,"[('19106', 'has_postal_code'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('Tours', 'has_category'), ('open', 'status')]"
3,4942,1941,5,"[('3.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('PA', 'in_state'), ('open', 'status')]"
3,4942,1783,5,"[('19106', 'has_postal_code'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,4990,457,2,"[('PA', 'in_state'), ('open', 'status')]"
3,4990,2513,3,"[('4.0 stars', 'has_rating'), ('PA', 'in_state'), ('open', 'status')]"
3,4990,1941,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('PA', 'in_state'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('open', 'status')]"
3,4990,1783,8,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Local Flavor', 'has_category'), ('PA', 'in_state'), ('Restaurants', 'has_category'), ('RestaurantsReservations=True', 'has_attribute'), ('open', 'status')]"
3,5061,457,2,"[('Tours', 'has_category'), ('open', 'status')]"
3,5061,2513,3,"[('4.0 stars', 'has_rating'), ('Tours', 'has_category'), ('open', 'status')]"
3,5061,1941,1,"[('open', 'status')]"
3,5061,1783,3,"[('BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False}', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('open', 'status')]"
3,522,457,1,"[('open', 'status')]"
3,522,2513,1,"[('open', 'status')]"
3,522,1941,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,522,1783,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('OutdoorSeating=False', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,5605,457,2,"[('Tours', 'has_category'), ('open', 'status')]"
3,5605,2513,2,"[('Tours', 'has_category'), ('open', 'status')]"
3,5605,1941,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('open', 'status')]"
3,5605,1783,5,"[('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('open', 'status')]"
3,5855,457,2,"[('Tours', 'has_category'), ('open', 'status')]"
3,5855,2513,2,"[('Tours', 'has_category'), ('open', 'status')]"
3,5855,1941,1,"[('open', 'status')]"
3,5855,1783,1,"[('open', 'status')]"
3,774,457,5,"[('4.5 stars', 'has_rating'), ('Landmarks & Historical Buildings', 'has_category'), ('Public Services & Government', 'has_category'), ('Tours', 'has_category'), ('open', 'status')]"
3,774,2513,4,"[('Landmarks & Historical Buildings', 'has_category'), ('Public Services & Government', 'has_category'), ('Tours', 'has_category'), ('open', 'status')]"
3,774,1941,1,"[('open', 'status')]"
3,774,1783,8,"[('4.5 stars', 'has_rating'), ('Arts & Entertainment', 'has_category'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Landmarks & Historical Buildings', 'has_category'), ('Museums', 'has_category'), ('Public Services & Government', 'has_category'), ('open', 'status')]"
3,888,457,1,"[('open', 'status')]"
3,888,2513,1,"[('open', 'status')]"
3,888,1941,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('open', 'status')]"
3,888,1783,9,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('OutdoorSeating=False', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsDelivery=False', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('RestaurantsTakeOut=False', 'has_attribute'), ('open', 'status')]"
3,901,457,4,"[('19106', 'has_postal_code'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,901,2513,4,"[('19106', 'has_postal_code'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('open', 'status')]"
3,901,1941,6,"[('3.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('PA', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,901,1783,6,"[('19106', 'has_postal_code'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,907,457,5,"[('19106', 'has_postal_code'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('Tours', 'has_category'), ('open', 'status')]"
3,907,2513,6,"[('19106', 'has_postal_code'), ('4.0 stars', 'has_rating'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('Tours', 'has_category'), ('open', 'status')]"
3,907,1941,5,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('PA', 'in_state'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
3,907,1783,10,"[('19106', 'has_postal_code'), ('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Museums', 'has_category'), ('PA', 'in_state'), ('Philadelphia', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
