usuario,hotel_recomendado,propiedad,hotel_consumido,amf,attribute_frequency,attribute_tfidf,attribute_contribution_score,attribute_presence_ratio,attribute_overlap_count,attribute_overlap_ratio,attribute_novelty,attribute_specificity,attribute_stability,attribute_variability
3,1608,has_rating:4.5 stars,,0.5,2,1.0216512475319814,2,0.4166666666666667,5,0.09615384615384616,0,0.3333333333333333,0.5,0.5
3,1608,located_in_city:Westwego,,0.0,0,0.0,0,0.4166666666666667,5,0.09615384615384616,1,1.0,0.0,0.25
3,1608,status:open,,1.0,4,0.0,4,0.4166666666666667,5,0.09615384615384616,0,0.2,1.0,0.0
3,1608,has_name:Ultimate Swamp Adventures,,0.0,0,0.0,0,0.4166666666666667,5,0.09615384615384616,1,1.0,0.0,0.75
3,1608,in_state:LA,,0.0,0,0.0,0,0.4166666666666667,5,0.09615384615384616,1,1.0,0.0,0.0
3,163,has_category:Nightlife,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8333333333333334
3,163,has_category:Event Planning & Services,,0.25,1,0.9162907318741551,1,0.2222222222222222,10,0.125,0,0.5,0.25,0.8333333333333334
3,163,has_category:Gluten-Free,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8333333333333334
3,163,has_category:Bars,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8333333333333334
3,163,has_category:Beer,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8333333333333334
3,163,has_category:Restaurants,,0.25,1,0.9162907318741551,1,0.2222222222222222,10,0.125,0,0.5,0.25,0.8333333333333334
3,163,has_category:Food,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8333333333333334
3,163,has_category:Italian,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8333333333333334
3,163,has_category:Wine Bars,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8333333333333334
3,163,has_category:Wine & Spirits,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8333333333333334
3,163,has_attribute:HasTV=True,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:WiFi=free,,0.5,2,1.0216512475319814,2,0.2222222222222222,10,0.125,0,0.3333333333333333,0.5,0.8461538461538461
3,163,has_attribute:RestaurantsReservations=True,,0.25,1,0.9162907318741551,1,0.2222222222222222,10,0.125,0,0.5,0.25,0.8461538461538461
3,163,has_attribute:RestaurantsPriceRange2=3,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:GoodForKids=False,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:OutdoorSeating=True,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:RestaurantsAttire=dressy,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:RestaurantsGoodForGroups=True,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:GoodForDancing=False,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:RestaurantsTakeOut=True,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:RestaurantsTableService=True,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:WheelchairAccessible=True,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:DriveThru=False,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,"has_attribute:Music={dj: False, background_music: False, no_music: False, jukebox: False, live: False, video: False, karaoke: False}",,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:Alcohol=full_bar,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:Caters=False,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:BikeParking=False,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:CoatCheck=True,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:Smoking=no,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:BusinessAcceptsCreditCards=True,,0.5,2,1.0216512475319814,2,0.2222222222222222,10,0.125,0,0.3333333333333333,0.5,0.8461538461538461
3,163,has_attribute:HappyHour=True,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:RestaurantsDelivery=True,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,"has_attribute:BusinessParking={garage: False, street: True, validated: False, lot: True, valet: False}",,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,"has_attribute:Ambience={touristy: False, hipster: False, romantic: False, divey: False, intimate: True, trendy: False, upscale: False, classy: True, casual: False}",,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,"has_attribute:BestNights={monday: True, tuesday: False, friday: True, wednesday: False, thursday: False, sunday: False, saturday: True}",,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,"has_attribute:GoodForMeal={dessert: None, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False}",,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_attribute:NoiseLevel=quiet,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.8461538461538461
3,163,has_review_count:324 reviews,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.75
3,163,has_name:Panorama,,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.75
3,163,has_rating:4.0 stars,,0.25,1,0.9162907318741551,1,0.2222222222222222,10,0.125,0,0.5,0.25,0.5
3,163,status:open,,1.0,4,0.0,4,0.2222222222222222,10,0.125,0,0.2,1.0,0.0
3,163,"has_coordinates:(39.9502, -75.1423)",,0.0,0,0.0,0,0.2222222222222222,10,0.125,1,1.0,0.0,0.75
3,163,has_postal_code:19106,,0.75,3,0.6694306539426294,3,0.2222222222222222,10,0.125,0,0.25,0.75,0.25
3,163,located_in_city:Philadelphia,,0.75,3,0.6694306539426294,3,0.2222222222222222,10,0.125,0,0.25,0.75,0.25
3,163,in_state:PA,,1.0,4,0.0,4,0.2222222222222222,10,0.125,0,0.2,1.0,0.0
3,1693,has_attribute:RestaurantsAttire=dressy,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8461538461538461
3,1693,"has_attribute:Ambience={romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: True, trendy: False, upscale: False, casual: False}",,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8461538461538461
3,1693,has_attribute:RestaurantsTakeOut=True,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8461538461538461
3,1693,"has_attribute:GoodForMeal={breakfast: False, brunch: True, lunch: None, dinner: True, latenight: False, dessert: None}",,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8461538461538461
3,1693,has_attribute:RestaurantsPriceRange2=3,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8461538461538461
3,1693,has_attribute:BYOBCorkage=no,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8461538461538461
3,1693,has_attribute:RestaurantsGoodForGroups=True,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8461538461538461
3,1693,has_attribute:Alcohol=full_bar,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8461538461538461
3,1693,has_attribute:BusinessAcceptsCreditCards=True,,0.5,2,1.0216512475319814,2,0.3055555555555556,11,0.15714285714285714,0,0.3333333333333333,0.5,0.8461538461538461
3,1693,has_attribute:WiFi=no,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8461538461538461
3,1693,has_attribute:NoiseLevel=average,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8461538461538461
3,1693,"has_attribute:BusinessParking={garage: False, street: False, validated: False, lot: True, valet: False}",,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8461538461538461
3,1693,has_attribute:OutdoorSeating=False,,0.25,1,0.9162907318741551,1,0.3055555555555556,11,0.15714285714285714,0,0.5,0.25,0.8461538461538461
3,1693,has_attribute:RestaurantsDelivery=False,,0.25,1,0.9162907318741551,1,0.3055555555555556,11,0.15714285714285714,0,0.5,0.25,0.8461538461538461
3,1693,has_attribute:RestaurantsTableService=True,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8461538461538461
3,1693,has_attribute:Caters=True,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8461538461538461
3,1693,has_attribute:GoodForKids=True,,0.25,1,0.9162907318741551,1,0.3055555555555556,11,0.15714285714285714,0,0.5,0.25,0.8461538461538461
3,1693,has_attribute:BikeParking=True,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8461538461538461
3,1693,has_attribute:RestaurantsReservations=True,,0.25,1,0.9162907318741551,1,0.3055555555555556,11,0.15714285714285714,0,0.5,0.25,0.8461538461538461
3,1693,has_attribute:HasTV=False,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8461538461538461
3,1693,status:open,,1.0,4,0.0,4,0.3055555555555556,11,0.15714285714285714,0,0.2,1.0,0.0
3,1693,in_state:PA,,1.0,4,0.0,4,0.3055555555555556,11,0.15714285714285714,0,0.2,1.0,0.0
3,1693,has_category:Event Planning & Services,,0.25,1,0.9162907318741551,1,0.3055555555555556,11,0.15714285714285714,0,0.5,0.25,0.8333333333333334
3,1693,has_category:Restaurants,,0.25,1,0.9162907318741551,1,0.3055555555555556,11,0.15714285714285714,0,0.5,0.25,0.8333333333333334
3,1693,has_category:American (New),,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8333333333333334
3,1693,has_category:Caterers,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8333333333333334
