user,hotel_recomendado,num_hoteles_historicos,num_propiedades_unicas,lista_propiedades_unicas
3,104,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
3,2101,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
3,2109,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
3,2290,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
3,2344,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
3,25,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
3,2557,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
3,2617,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
3,2963,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
3,2972,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
3,3069,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
3,3119,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
3,3136,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
3,3165,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
3,3178,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
3,3209,4,40,"attribute:Alcohol=none | attribute:BusinessAcceptsCreditCards=True | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:ByAppointmentOnly=False | attribute:GoodForKids=True | attribute:OutdoorSeating=False | attribute:RestaurantsDelivery=False | attribute:RestaurantsPriceRange2=2 | attribute:RestaurantsReservations=True | attribute:RestaurantsTakeOut=False | attribute:WiFi=free | category:Arts & Entertainment | category:Breakfast & Brunch | category:Event Planning & Services | category:Historical Tours | category:Landmarks & Historical Buildings | category:Local Flavor | category:Museums | category:Public Services & Government | category:Restaurants | category:Ticket Sales | category:Tours | category:Travel Services | category:Visitor Centers | city:Chester | city:Philadelphia | coordinates:(39.8600, -75.3603) | coordinates:(39.9510, -75.1500) | coordinates:(39.9523, -75.1446) | coordinates:(39.9528, -75.1425) | postal_code:19013 | postal_code:19106 | rating:3.0 stars | rating:4.0 stars | rating:4.5 stars | review_count:131 reviews | review_count:141 reviews | review_count:51 reviews | review_count:61 reviews | state:PA"
